filename,num_cells,num_characters,num_variables,num_clauses,phi_generation_time,qsampler_time,qsampler_valid_samples,unigen_time,unigen_valid_samples,total_num_solution,percent_qsampler_correct,percent_unigen_correct
m5_n5_s1.txt,5,5,20,1200,0.01415395736694336,0.05007767677307129,0,0.07770538330078125,0,1600,0.0,0.0
m5_n5_s10.txt,5,5,17,816,0.013388872146606445,0.052049875259399414,1,0.07571840286254883,12,242,0.004132231404958678,0.049586776859504134
m5_n5_s100.txt,5,5,15,664,0.010469198226928711,0.039975881576538086,0,0.042852163314819336,0,104,0.0,0.0
m5_n5_s101.txt,5,5,20,1200,0.010787248611450195,0.044460296630859375,0,0.07500958442687988,1,1468,0.0,0.0006811989100817438
m5_n5_s102.txt,5,5,17,864,0.012606620788574219,0.04000568389892578,0,0.04838252067565918,0,170,0.0,0.0
m5_n5_s103.txt,5,5,17,864,0.011882305145263672,0.04380035400390625,0,0.1039743423461914,0,236,0.0,0.0
m5_n5_s104.txt,5,5,20,1200,0.01110076904296875,0.04484677314758301,0,0.0962221622467041,2,1600,0.0,0.00125
m5_n5_s105.txt,5,5,17,816,0.012629985809326172,0.049126386642456055,0,0.0699009895324707,2,788,0.0,0.0025380710659898475
m5_n5_s106.txt,5,5,15,624,0.00968170166015625,0.04053759574890137,0,0.04033946990966797,0,168,0.0,0.0
m5_n5_s107.txt,5,5,17,948,0.02139592170715332,0.0560145378112793,0,0.12417721748352051,10,350,0.0,0.02857142857142857
m5_n5_s108.txt,5,5,17,816,0.01627039909362793,0.051972150802612305,0,0.07343053817749023,4,514,0.0,0.007782101167315175
m5_n5_s109.txt,5,5,13,468,0.009100198745727539,0.04230546951293945,1,0.07916736602783203,12,74,0.013513513513513514,0.16216216216216217
m5_n5_s11.txt,5,5,15,692,0.010727882385253906,0.037076711654663086,0,0.0502924919128418,0,104,0.0,0.0
m5_n5_s110.txt,5,5,11,264,0.004830360412597656,0.0343470573425293,0,0.047330379486083984,2,145,0.0,0.013793103448275862
m5_n5_s111.txt,5,5,18,1008,0.012808799743652344,0.0424962043762207,0,0.05240607261657715,0,196,0.0,0.0
m5_n5_s112.txt,5,5,19,1104,0.01148223876953125,0.04323267936706543,0,0.07468581199645996,2,542,0.0,0.0036900369003690036
m5_n5_s113.txt,5,5,18,1020,0.01218271255493164,0.0423126220703125,0,0.07118010520935059,1,424,0.0,0.0023584905660377358
m5_n5_s114.txt,5,5,18,960,0.011822938919067383,0.04203057289123535,1,0.0688333511352539,2,226,0.004424778761061947,0.008849557522123894
m5_n5_s115.txt,5,5,16,740,0.010329723358154297,0.042928218841552734,0,0.05477094650268555,1,294,0.0,0.003401360544217687
m5_n5_s116.txt,5,5,15,768,0.01068258285522461,0.042522430419921875,1,0.07695579528808594,12,114,0.008771929824561403,0.10526315789473684
m5_n5_s117.txt,5,5,14,564,0.005361795425415039,0.03961062431335449,0,0.04123044013977051,0,82,0.0,0.0
m5_n5_s118.txt,5,5,14,504,0.005203723907470703,0.038485050201416016,0,0.054299354553222656,2,282,0.0,0.0070921985815602835
m5_n5_s119.txt,5,5,19,1104,0.011840343475341797,0.04388141632080078,0,0.07415175437927246,8,338,0.0,0.023668639053254437
m5_n5_s12.txt,5,5,18,960,0.011477947235107422,0.04548764228820801,0,0.07209992408752441,0,286,0.0,0.0
m5_n5_s120.txt,5,5,13,468,0.004956483840942383,0.036957502365112305,1,0.053915977478027344,7,85,0.011764705882352941,0.08235294117647059
m5_n5_s121.txt,5,5,16,740,0.009913444519042969,0.04155683517456055,0,0.06305527687072754,0,240,0.0,0.0
m5_n5_s122.txt,5,5,18,960,0.011694669723510742,0.042092084884643555,0,0.0682075023651123,0,326,0.0,0.0
m5_n5_s123.txt,5,5,16,780,0.012690067291259766,0.04554867744445801,0,0.05997776985168457,2,208,0.0,0.009615384615384616
m5_n5_s124.txt,5,5,14,576,0.00532984733581543,0.040192604064941406,0,0.063201904296875,4,104,0.0,0.038461538461538464
m5_n5_s125.txt,5,5,18,1020,0.012878894805908203,0.05069899559020996,0,0.07047533988952637,0,392,0.0,0.0
m5_n5_s126.txt,5,5,15,716,0.011072635650634766,0.04340314865112305,0,0.04657721519470215,0,94,0.0,0.0
m5_n5_s127.txt,5,5,16,784,0.011883258819580078,0.04456496238708496,0,0.04187822341918945,0,102,0.0,0.0
m5_n5_s128.txt,5,5,16,780,0.01289224624633789,0.04232501983642578,1,0.056630611419677734,0,94,0.010638297872340425,0.0
m5_n5_s129.txt,5,5,13,504,0.012930870056152344,0.04744577407836914,1,0.0788576602935791,12,80,0.0125,0.15
m5_n5_s13.txt,5,5,20,1200,0.013601064682006836,0.04439854621887207,0,0.11236310005187988,0,1810,0.0,0.0
m5_n5_s130.txt,5,5,16,740,0.016376018524169922,0.05458784103393555,0,0.10068845748901367,0,260,0.0,0.0
m5_n5_s131.txt,5,5,20,1200,0.021398067474365234,0.05044054985046387,0,0.14027881622314453,0,1600,0.0,0.0
m5_n5_s132.txt,5,5,17,816,0.016891956329345703,0.042942047119140625,0,0.1169126033782959,4,518,0.0,0.007722007722007722
m5_n5_s133.txt,5,5,14,504,0.011160612106323242,0.037325143814086914,0,0.04456496238708496,3,283,0.0,0.01060070671378092
m5_n5_s134.txt,5,5,11,264,0.00495147705078125,0.033573150634765625,0,0.04166913032531738,3,194,0.0,0.015463917525773196
m5_n5_s135.txt,5,5,14,576,0.007540225982666016,0.03672146797180176,0,0.04851222038269043,2,104,0.0,0.019230769230769232
