filename,m,n,num_cell_clusters,num_mutation_clusters,num_variables,num_clauses,formula_gen_time,unigen_time,num_samples
m8_n5_s10_k1_loss0.4_a0.001_b0.2.B,8,5,4,4,471,171099,1.000267744064331,6.5653395652771,107
m8_n5_s1_k1_loss0.1_a0.001_b0.2.B,8,5,4,4,471,171099,1.0255217552185059,34.895450830459595,108
m8_n5_s1_k1_loss0.2_a0.001_b0.2.B,8,5,4,4,471,171099,0.9981870651245117,42.03164052963257,108
m8_n5_s1_k1_loss0.4_a0.001_b0.2.B,8,5,4,4,471,171099,0.994290828704834,44.3133590221405,108
m8_n5_s2_k1_loss0.1_a0.001_b0.2.B,8,5,5,5,501,171121,1.0042622089385986,7298.588087320328,-1
m8_n5_s2_k1_loss0.2_a0.001_b0.2.B,8,5,5,5,511,171150,0.9962673187255859,8997.97282409668,-1
m8_n5_s2_k1_loss0.4_a0.001_b0.2.B,8,5,5,5,511,171150,0.9913280010223389,7593.224634408951,-1
m8_n5_s3_k1_loss0.1_a0.001_b0.2.B,8,5,5,4,472,171103,0.9979813098907471,15.470938205718994,108
m8_n5_s3_k1_loss0.2_a0.001_b0.2.B,8,5,5,4,472,171103,0.992753267288208,17.011104822158813,108
m8_n5_s3_k1_loss0.4_a0.001_b0.2.B,8,5,5,4,472,171103,0.9908313751220703,16.74484157562256,108
m8_n5_s4_k1_loss0.1_a0.001_b0.2.B,8,5,4,3,463,171046,0.9880180358886719,3.01137113571167,106
m8_n5_s4_k1_loss0.2_a0.001_b0.2.B,8,5,4,3,478,171093,0.9932260513305664,1.6556980609893799,-1
m8_n5_s4_k1_loss0.4_a0.001_b0.2.B,8,5,4,3,478,171093,0.9880626201629639,1.6656177043914795,-1
m8_n5_s5_k1_loss0.1_a0.001_b0.2.B,8,5,3,2,518,171145,1.0054681301116943,9.366093397140503,90
m8_n5_s5_k1_loss0.2_a0.001_b0.2.B,8,5,3,2,518,171145,0.990065336227417,9.432811260223389,85
m8_n5_s5_k1_loss0.4_a0.001_b0.2.B,8,5,3,2,518,171145,1.0007266998291016,9.418174505233765,84
m8_n5_s6_k1_loss0.1_a0.001_b0.2.B,8,5,6,5,515,171147,0.9949381351470947,9912.564994335175,-1
m8_n5_s6_k1_loss0.2_a0.001_b0.2.B,8,5,6,5,515,171147,1.0008976459503174,8121.602389097214,-1
m8_n5_s6_k1_loss0.4_a0.001_b0.2.B,8,5,6,5,515,171147,0.9942302703857422,7591.140865802765,-1
m8_n5_s7_k1_loss0.1_a0.001_b0.2.B,8,5,2,2,458,171037,1.1793899536132812,0.741940975189209,-1
m8_n5_s7_k1_loss0.2_a0.001_b0.2.B,8,5,2,2,458,171037,1.2201344966888428,0.7580447196960449,-1
m8_n5_s7_k1_loss0.4_a0.001_b0.2.B,8,5,2,2,458,171037,1.2218472957611084,0.7396745681762695,-1
m8_n5_s8_k1_loss0.1_a0.001_b0.2.B,8,5,4,3,540,171187,1.217000961303711,1095.8819534778595,108
m8_n5_s8_k1_loss0.2_a0.001_b0.2.B,8,5,4,3,540,171187,1.1425197124481201,348.5262598991394,108
m8_n5_s8_k1_loss0.4_a0.001_b0.2.B,8,5,4,3,540,171187,1.0971968173980713,776.3759739398956,108
m8_n5_s9_k1_loss0.1_a0.001_b0.2.B,8,5,5,5,506,171132,1.123474359512329,9535.859627962112,-1
m8_n5_s9_k1_loss0.2_a0.001_b0.2.B,8,5,5,5,506,171132,1.191016674041748,7949.060971498489,-1
m8_n5_s9_k1_loss0.4_a0.001_b0.2.B,8,5,5,5,511,171150,1.0047526359558105,1.9675133228302002,-1
m9_n5_s10_k1_loss0.1_a0.001_b0.2.B,9,5,3,3,602,255805,1.4689016342163086,7.081658124923706,-1
