filename,rows,columns,time,clauses
m10_n10_s14.txt,10,10,0.2968130111694336,50144
m15_n5_s18.txt,15,5,0.27390384674072266,47016
m20_n10_s7.txt,20,10,3.1137497425079346,568624
m5_n15_s13.txt,5,15,0.05099201202392578,6600
m15_n15_s20.txt,15,15,2.3617310523986816,361224
m15_n20_s5.txt,15,20,4.3169238567352295,653928
m20_n5_s5.txt,20,5,0.629249095916748,101028
m25_n15_s14.txt,25,15,12.813040971755981,2104016
m20_n10_s20.txt,20,10,2.8458549976348877,467160
m5_n5_s3.txt,5,5,0.006602048873901367,864
m25_n10_s2.txt,25,10,6.418975114822388,1146284
m5_n20_s2.txt,5,20,0.1170508861541748,17544
m25_n10_s19.txt,25,10,5.320796966552734,778308
m15_n5_s4.txt,15,5,0.2685420513153076,41580
m20_n15_s11.txt,20,15,5.923514127731323,811448
m10_n15_s19.txt,10,15,0.6885089874267578,99508
m15_n25_s9.txt,15,25,7.7585608959198,1241320
m15_n10_s11.txt,15,10,1.19877028465271,196976
m15_n10_s10.txt,15,10,1.1932621002197266,196068
m15_n25_s8.txt,15,25,7.528449058532715,1227780
m10_n15_s18.txt,10,15,0.7112958431243896,113000
m10_n5_s20.txt,10,5,0.05577492713928223,5244
m20_n15_s10.txt,20,15,6.621248006820679,1058712
m15_n5_s5.txt,15,5,0.28800106048583984,47128
m10_n20_s1.txt,10,20,1.2865538597106934,202152
m25_n10_s18.txt,25,10,6.1349570751190186,1040132
m5_n20_s3.txt,5,20,0.10082793235778809,16732
m25_n10_s3.txt,25,10,6.926927328109741,1208424
m5_n5_s2.txt,5,5,0.011831045150756836,360
m25_n15_s15.txt,25,15,14.80000901222229,2495820
m20_n5_s4.txt,20,5,0.5843219757080078,82648
m15_n20_s4.txt,15,20,4.6977527141571045,770628
m5_n15_s12.txt,5,15,0.05774283409118652,9288
m20_n10_s6.txt,20,10,2.1171751022338867,193968
m10_n10_s15.txt,10,10,0.2845439910888672,39552
m15_n5_s19.txt,15,5,0.2654428482055664,36444
m10_n10_s17.txt,10,10,0.36583590507507324,64224
m20_n10_s4.txt,20,10,2.6287598609924316,388840
m5_n15_s10.txt,5,15,0.06293606758117676,7156
m20_n5_s6.txt,20,5,0.5424389839172363,60960
m15_n20_s6.txt,15,20,4.6198890209198,719724
m25_n15_s17.txt,25,15,15.094196081161499,2750120
m10_n5_s8.txt,10,5,0.06413793563842773,7928
m25_n10_s1.txt,25,10,5.698716878890991,869088
m5_n20_s1.txt,5,20,0.1177520751953125,18664
m10_n20_s3.txt,10,20,1.2787151336669922,209328
m5_n5_s20.txt,5,5,0.007132053375244141,1020
m20_n15_s12.txt,20,15,6.102092742919922,940872
m15_n5_s7.txt,15,5,0.1986532211303711,24180
